Semester,Program Code,Program Short Name,Course Code,Course Name,Credit,ECTS Credit,Course Section,Capacity,Day1,Start Hour1,End Hour1,Instructor Name,Instructor Title
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,1,60,,,,PEKİN ERHAN EREN,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,2,60,,,,PEKİN ERHAN EREN,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,3,60,,,,PEKİN ERHAN EREN,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,4,60,,,,PEKİN ERHAN EREN,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,5,60,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,6,60,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,7,60,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,8,60,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,9,60,,,,ÖZDEN ÖZCAN TOP,Assist.Prof.Dr
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,10,60,,,,ÖZDEN ÖZCAN TOP,Assist.Prof.Dr
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,11,60,,,,ÖZDEN ÖZCAN TOP,Assist.Prof.Dr
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,12,60,,,,ÖZDEN ÖZCAN TOP,Assist.Prof.Dr
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,13,60,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,14,60,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,15,60,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,16,60,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,17,60,,,,TUĞBA TAŞKAYA TEMİZEL,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,18,60,,,,TUĞBA TAŞKAYA TEMİZEL,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,19,60,,,,TUĞBA TAŞKAYA TEMİZEL,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,20,60,,,,TUĞBA TAŞKAYA TEMİZEL,Prof.Dr.
2023-2024 Spring,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,21,60,,,,ALTAN KOÇYİĞİT,Prof.Dr.
